ダウンロードした時刻：2025/04/21 18:39:30,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲,出雲
年,月,日,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),,,,平年値(時間),平年値(時間),,,,平年値(℃),平年値(℃),,,,平年値(℃),平年値(℃)
,,,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,均質番号,,品質情報
2025,6,6,10.1,8,1,19.9,8,0,8,1,3.5,8,6.6,8,1,6.3,8,28.1,8,1,25.2,8,12.3,8,1,14.8,8
2025,6,7,10.1,8,1,20.1,8,0,8,1,3.5,8,10.6,8,1,6.2,8,28.8,8,1,25.3,8,17.2,8,1,15.1,8
2025,6,8,10.1,8,1,20.2,8,0,8,1,3.6,8,0.1,8,1,6.1,8,27.2,8,1,25.4,8,16.9,8,1,15.3,8
2025,6,9,10.1,8,1,20.4,8,0,8,1,3.8,8,2.4,8,1,6,8,26.2,8,1,25.5,8,14.8,8,1,15.5,8
2025,6,10,10.1,8,1,20.5,8,1.5,8,1,4,8,0.2,8,1,6,8,25.7,8,1,25.6,8,18.4,8,1,15.7,8
2025,6,11,10.1,8,1,20.6,8,0.5,8,1,4.2,8,0,8,1,5.9,8,22.8,8,1,25.7,8,17.2,8,1,15.9,8
2025,6,12,10.1,8,1,20.8,8,0,8,1,4.4,8,4,8,1,5.8,8,29.1,8,1,25.8,8,15.5,8,1,16.1,8
2025,6,13,10.1,8,1,20.9,8,0,8,1,4.7,8,6,8,1,5.7,8,28.3,8,1,25.8,8,15.5,8,1,16.3,8
2025,6,14,10.1,8,1,21,8,23,8,1,5,8,0,8,1,5.7,8,28,8,1,25.9,8,22.4,8,1,16.5,8
2025,6,15,10.1,8,1,21.1,8,12,8,1,5.4,8,7.4,8,1,5.6,8,26.6,8,1,26,8,21.1,8,1,16.7,8
2025,6,16,10.1,8,1,21.2,8,6,8,1,5.7,8,0.3,8,1,5.5,8,30.5,8,1,26,8,22,8,1,16.8,8
2025,6,17,10.1,8,1,21.3,8,0,8,1,6.1,8,11.5,8,1,5.4,8,29.8,8,1,26.1,8,18.6,8,1,17,8
2025,6,18,10.1,8,1,21.4,8,0,8,1,6.5,8,11,8,1,5.3,8,30.2,8,1,26.1,8,19.8,8,1,17.2,8
2025,6,19,10.1,8,1,21.6,8,0,8,1,6.8,8,11,8,1,5.1,8,27.4,8,1,26.2,8,18.5,8,1,17.4,8
2025,6,20,10.1,8,1,21.7,8,0,8,1,7.3,8,9.6,8,1,5,8,33.7,8,1,26.3,8,16.8,8,1,17.6,8
2025,6,21,10.1,8,1,21.8,8,0,8,1,7.7,8,0,8,1,4.9,8,31.4,8,1,26.4,8,27,8,1,17.8,8
2025,6,22,10.1,8,1,22,8,6,8,1,8.1,8,0.1,8,1,4.7,8,30,8,1,26.4,8,21,8,1,18,8
2025,6,23,10.1,8,1,22.1,8,5.5,8,1,8.5,8,3.2,8,1,4.6,8,29.6,8,1,26.5,8,20.1,8,1,18.2,8
2025,6,24,10.1,8,1,22.3,8,5.5,8,1,9,8,0,8,1,4.5,8,27.5,8,1,26.6,8,21.3,8,1,18.5,8
2025,6,25,10.1,8,1,22.4,8,32,8,1,9.4,8,2.2,8,1,4.4,8,30.8,8,1,26.7,8,22.1,8,1,18.7,8
2025,6,26,10.1,8,1,22.6,8,26.5,8,1,9.8,8,12.8,8,1,4.3,8,29.5,8,1,26.8,8,20.6,8,1,18.9,8
2025,6,27,10.1,8,1,22.8,8,0,8,1,10.1,8,8.1,8,1,4.3,8,27.4,8,1,27,8,19.3,8,1,19.1,8
2025,6,28,10.1,8,1,22.9,8,0,8,1,10.4,8,12.8,8,1,4.2,8,28,8,1,27.1,8,17.7,8,1,19.4,8
2025,6,29,10.1,8,1,23.1,8,0,8,1,10.7,8,12.6,8,1,4.2,8,29.2,8,1,27.2,8,19.2,8,1,19.6,8
2025,6,30,10.1,8,1,23.3,8,0,8,1,10.8,8,13.5,8,1,4.2,8,31.7,8,1,27.3,8,21.6,8,1,19.7,8
2025,7,1,10.1,8,1,23.4,8,0,8,1,10.8,8,11,8,1,4.2,8,31.1,8,1,27.4,8,22.2,8,1,19.9,8
2025,7,2,39.9,8,1,23.6,8,0,8,1,10.8,8,10.7,8,1,4.2,8,32.3,8,1,27.5,8,22.3,8,1,20.1,8
2025,7,3,39.9,8,1,23.7,8,0,8,1,10.7,8,12,8,1,4.3,8,31.7,8,1,27.7,8,22.2,8,1,20.2,8
2025,7,4,39.9,8,1,23.8,8,0,8,1,10.5,8,12.6,8,1,4.3,8,32.3,8,1,27.8,8,23.1,8,1,20.4,8
2025,7,5,39.9,8,1,24,8,0,8,1,10.3,8,11.9,8,1,4.4,8,32.1,8,1,28,8,25.9,8,1,20.5,8
2025,7,6,39.9,8,1,24.1,8,0,8,1,10.1,8,6.3,8,1,4.5,8,30.6,8,1,28.1,8,24.2,8,1,20.7,8
2025,7,7,39.9,8,1,24.2,8,0,8,1,9.9,8,6.4,8,1,4.5,8,32.1,8,1,28.2,8,23.3,8,1,20.8,8
2025,7,8,39.9,8,1,24.4,8,0,8,1,9.7,8,11.3,8,1,4.6,8,33.4,8,1,28.4,8,24.4,8,1,20.9,8
2025,7,9,39.9,8,1,24.5,8,28,8,1,9.6,8,3.7,8,1,4.7,8,33.7,8,1,28.5,8,24.7,8,1,21,8
2025,7,10,39.9,8,1,24.6,8,0,8,1,9.4,8,12.7,8,1,4.8,8,33.1,8,1,28.7,8,23,8,1,21.1,8
2025,7,11,39.9,8,1,24.7,8,0,8,1,9.3,8,1.7,8,1,4.9,8,30,8,1,28.8,8,24.6,8,1,21.2,8
2025,7,12,39.9,8,1,24.9,8,0,8,1,9.1,8,8.4,8,1,5,8,31.6,8,1,29,8,24,8,1,21.3,8
2025,7,13,39.9,8,1,25,8,6,8,1,8.9,8,8.7,8,1,5.2,8,35.5,8,1,29.1,8,22.8,8,1,21.4,8
2025,7,14,39.9,8,1,25.1,8,39.5,8,1,8.7,8,0,8,1,5.3,8,29.6,8,1,29.2,8,22.3,8,1,21.5,8
2025,7,15,39.9,8,1,25.2,8,0,8,1,8.5,8,9.7,8,1,5.5,8,32.7,8,1,29.4,8,20.4,8,1,21.6,8
2025,7,16,39.9,5,1,25.3,8,0,5,1,8.1,8,11.8,8,1,5.7,8,34.1,5,1,29.5,8,22.5,5,1,21.6,8
2025,7,17,39.9,8,1,25.4,8,0.5,8,1,7.8,8,8.1,8,1,5.9,8,35.1,8,1,29.7,8,23.1,8,1,21.7,8
2025,7,18,39.9,8,1,25.6,8,1.5,8,1,7.3,8,0,8,1,6.1,8,30.7,8,1,29.8,8,23.6,8,1,21.8,8
2025,7,19,39.9,8,1,25.7,8,0,8,1,6.9,8,7.1,8,1,6.3,8,35.3,8,1,30,8,23,8,1,21.9,8
2025,7,20,39.9,8,1,25.8,8,0,8,1,6.4,8,10,8,1,6.5,8,36.1,8,1,30.1,8,23.2,8,1,22,8
2025,7,21,39.9,8,1,25.9,8,0,8,1,6,8,13.3,8,1,6.6,8,34.8,8,1,30.3,8,24.1,8,1,22.1,8
2025,7,22,39.9,8,1,26.1,8,0,8,1,5.6,8,13.2,8,1,6.8,8,33.3,8,1,30.4,8,23.8,8,1,22.2,8
2025,7,23,39.9,8,1,26.2,8,0,8,1,5.2,8,13,8,1,6.9,8,33.1,8,1,30.6,8,22.2,8,1,22.3,8
2025,7,24,39.9,8,1,26.3,8,0,8,1,4.8,8,13.5,8,1,7.1,8,34.3,8,1,30.7,8,22.9,8,1,22.3,8
2025,7,25,39.9,8,1,26.4,8,0,8,1,4.5,8,13.2,8,1,7.2,8,35.9,8,1,30.9,8,22.8,8,1,22.4,8
2025,7,26,39.9,8,1,26.5,8,0,8,1,4.2,8,11.7,8,1,7.2,8,36.7,8,1,31,8,23.5,8,1,22.5,8
2025,7,27,39.9,8,1,26.6,8,0,8,1,3.9,8,13.3,8,1,7.3,8,37.1,8,1,31.1,8,23.1,8,1,22.6,8
2025,7,28,39.9,8,1,26.7,8,0,8,1,3.8,8,13.3,8,1,7.4,8,35.5,8,1,31.2,8,22.9,8,1,22.7,8
2025,7,29,39.9,8,1,26.8,8,0,8,1,3.6,8,13.3,8,1,7.4,8,35.3,8,1,31.3,8,22.6,8,1,22.7,8
2025,7,30,39.9,8,1,26.9,8,0,8,1,3.5,8,12.8,8,1,7.5,8,37.8,8,1,31.5,8,23.2,8,1,22.8,8
2025,7,31,39.9,8,1,26.9,8,0,8,1,3.4,8,11.2,8,1,7.5,8,33.2,8,1,31.6,8,24.2,8,1,22.8,8
2025,8,2,39.9,8,1,27,8,0,8,1,3.4,8,13.1,8,1,7.5,8,33.9,8,1,31.8,8,23.3,8,1,22.9,8
2025,8,3,39.9,8,1,27.1,8,0,8,1,3.5,8,12.2,8,1,7.5,8,35.1,8,1,31.9,8,21.2,8,1,22.9,8
2025,8,4,39.9,8,1,27.1,8,0,8,1,3.6,8,2.2,8,1,7.5,8,34.4,8,1,31.9,8,22.9,8,1,22.9,8
2025,8,5,39.9,8,1,27.1,8,0,8,1,3.7,8,7.6,8,1,7.4,8,35.3,8,1,32,8,28.2,8,1,22.9,8
2025,8,6,39.9,8,1,27.1,8,0,8,1,3.9,8,9,8,1,7.4,8,34.7,8,1,32,8,28,8,1,22.9,8
2025,8,7,39.9,8,1,27.1,8,50,8,1,4,8,6.2,8,1,7.3,8,31.9,8,1,32,8,24,8,1,22.9,8
2025,8,8,39.9,8,1,27.1,8,0.5,8,1,4.2,8,8,8,1,7.2,8,32.4,8,1,32,8,23.1,8,1,22.9,8
2025,8,9,39.9,8,1,27,8,11.5,8,1,4.4,8,1.1,8,1,7.1,8,31.2,8,1,32,8,22.3,8,1,22.9,8
2025,8,10,39.9,8,1,27,8,136.5,8,1,4.6,8,0,8,1,7.1,8,25.6,8,1,31.9,8,23.1,8,1,22.9,8
2025,8,11,39.9,8,1,26.9,8,31.5,8,1,4.8,8,2.3,8,1,7,8,30.2,8,1,31.8,8,23.8,8,1,22.9,8
2025,8,12,39.9,8,1,26.9,8,39.5,8,1,4.9,8,0,8,1,6.9,8,27.3,8,1,31.7,8,23.9,8,1,22.8,8
2025,8,13,39.9,8,1,26.8,8,0,8,1,5,8,9,8,1,6.8,8,33.1,8,1,31.7,8,24.2,8,1,22.8,8
2025,8,14,39.9,8,1,26.7,8,0,8,1,5,8,12.9,8,1,6.8,8,32.6,8,1,31.6,8,23.1,8,1,22.7,8
2025,8,15,39.9,8,1,26.6,8,0,8,1,5,8,10.6,8,1,6.7,8,32.6,8,1,31.5,8,22.6,8,1,22.7,8
2025,8,16,39.9,8,1,26.6,8,0,8,1,5,8,12.5,8,1,6.7,8,33.2,8,1,31.4,8,22.4,8,1,22.6,8
2025,8,17,39.9,8,1,26.5,8,0,8,1,5,8,12.2,8,1,6.6,8,33.1,8,1,31.3,8,22.3,8,1,22.5,8
2025,8,18,39.9,8,1,26.4,8,0,8,1,4.9,8,12.2,8,1,6.6,8,32.3,8,1,31.2,8,21.6,8,1,22.4,8
2025,8,19,39.9,8,1,26.3,8,0,8,1,4.9,8,11.4,8,1,6.5,8,33.1,8,1,31.1,8,23.6,8,1,22.3,8
2025,8,20,39.9,8,1,26.2,8,0,8,1,4.8,8,9,8,1,6.5,8,33.1,8,1,31,8,24.2,8,1,22.2,8
2025,8,21,39.9,8,1,26.1,8,0,8,1,4.8,8,11.7,8,1,6.4,8,34.1,8,1,31,8,23.4,8,1,22.1,8
2025,8,22,39.9,8,1,26,8,0,8,1,4.8,8,8.1,8,1,6.4,8,35.1,8,1,30.9,8,23.3,8,1,22,8
2025,8,23,39.9,8,1,25.9,8,0,8,1,4.8,8,9.7,8,1,6.3,8,33.5,8,1,30.8,8,24.6,8,1,21.9,8
2025,8,24,39.9,8,1,25.8,8,0,8,1,4.9,8,11.7,8,1,6.3,8,33.5,8,1,30.7,8,24.2,8,1,21.7,8
2025,8,25,39.9,8,1,25.7,8,0,8,1,5,8,7,8,1,6.2,8,33.9,8,1,30.6,8,24.6,8,1,21.6,8
2025,8,26,39.9,8,1,25.6,8,0,8,1,5.1,8,10.7,8,1,6.1,8,33.8,8,1,30.5,8,24.6,8,1,21.5,8
2025,8,27,39.9,8,1,25.5,8,7,8,1,5.3,8,5.2,8,1,6,8,31.4,8,1,30.4,8,24.9,8,1,21.4,8
2025,8,28,39.9,8,1,25.3,8,0,8,1,5.5,8,11.2,8,1,5.9,8,33.4,8,1,30.3,8,23,8,1,21.3,8
2025,8,29,39.9,8,1,25.2,8,0,8,1,5.7,8,12.1,8,1,5.9,8,33.5,8,1,30.1,8,21.9,8,1,21.1,8
2025,8,30,39.9,8,1,25.1,8,0,8,1,5.9,8,10.6,8,1,5.8,8,33.7,8,1,30,8,22.5,8,1,21,8
2025,8,31,39.9,8,1,24.9,8,0,8,1,6.1,8,11.1,8,1,5.7,8,34.8,8,1,29.8,8,23.8,8,1,20.9,8
2025,9,1,39.9,8,1,24.8,8,4,8,1,6.3,8,8.9,8,1,5.6,8,34.4,8,1,29.7,8,24.4,8,1,20.8,8
2025,9,2,39.9,8,1,24.6,8,0,8,1,6.4,8,6.7,8,1,5.5,8,33.3,8,1,29.5,8,23.7,8,1,20.6,8
2025,9,3,40,8,1,24.5,8,0,8,1,6.6,8,8.1,8,1,5.4,8,34,8,1,29.3,8,23.4,8,1,20.5,8
